Date,Fare,Notes,Segment,Station,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,_page,_page_desc
,,,Broadway/7 Ave.,242 St.,,,,,,,,2825203,2686751,2533713,2429089,2295405,2151780,2137248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,238 St.,,,,,,,,773056,785146,767811,764426,736828,755711,779830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,231 St.,,,,,,,,1802772,1721700,1672251,1662744,753331,945128,927850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,225 St.,,,,,,,,915184,848158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,215 St.,,,,,,,,331075,317703,254446,233013,229856,228570,215810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,207 St.,,,,,,,,1062724,995788,882566,841110,794031,1280724,1188409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,Dyckman St.,,,,,,,,1519332,1385841,2109539,2046757,1932031,1891555,1806699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,191 St.,,,,,,,,3299002,2227166,,,,,1473469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,181 St.,,,,,,,,3856424,3595773,3093560,2912755,2738769,2046048,2005170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,157 St.,,,,,,,,2942523,2648060,2258980,2186331,2160931,2385506,2131027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,145 St.,,,,,,,,4334365,3084992,2762176,2638124,2500161,,4123627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,137 St.,,,,,,,,5778465,5350385,4924458,4694766,4393043,4258234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,125 St.,,,,,,,,3636459,3392318,,2997992,2663367,3670981,3577033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,116 St./Columbia Univ.,,,,,,,,4893429,4640257,4267216,4186796,3929783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,Cathedral Pkwy.,,,,,,,,4520765,4305052,4017516,3874590,3650626,3564901,4487683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,103 St.,,,,,,,,5257749,5088624,4890701,7094638,7116635,6976941,6857513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,96 St.,,,,,,,,6605718,6138602,7798879,7524638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,91 St. (Closed 2/2/59),,,,,,,,3181134,3098793,2951385,2857104,2706825,2666940,2673573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,79 St.,,,,,,,,5813826,5558779,5366953,5239371,5215493,4028550,4010478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,72 St.,,,,,,,,10524940,9963515,9437609,9382330,9068514,8893256,8686542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,66 St.,,,,,,,,4134894,4106171,4253003,4349397,4064841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Broadway/7 Ave.,Segment Total,,,,,,,,82973875,78790293,74030657,72015053,68417218,66552679,65322480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Woodlawn,,,,,,,,1432768,1391137,1361275,1452806,1446894,1421620,1454877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Mosholu Pkwy.,,,,,,,,2171093,2057823,1887032,1699372,1639992,1569561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Bedford Park Blvd.,,,,,,,,,622005,563530,563176,517497,540133,586806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Kingsbridge Rd.,,,,,,,,2487056,2310383,2094605,2241717,2059151,1987613,1993059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Fordham Rd.,,,,,,,,2623714,2447579,1597464,1518393,1453382,1389930,1345518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,183 St.,,,,,,,,3603902,3352639,3094242,2949147,2687788,2596485,2513417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Burnside Ave.,,,,,,,,1973136,1832738,1716237,1816662,1701625,1623085,1610478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,176 St.,,,,,,,,1846524,1722924,1901013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Mt. Eden Ave.,,,,,,,,3342816,3013924,2544129,2345970,2167010,2119438,2333836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,167 St.,,,,,,,,2953153,2822030,2705529,2620039,,19211441,19147520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Jerome Ave.,Segment Total,,,,,,,,25271446,23601978,22184039,21412644,19719312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Burnside Ave. Closed 8/31/58,Anderson Ave./Jerome Ave.,,,,,,,,845527,828405,764392,751928,581295,453285,332856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Burnside Ave. Closed 8/31/58,Sedgwick Ave.,,,,,,,,297298,286527,257705,,,155394,134097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Burnside Ave. Closed 8/31/58,155 St.,,,,,,,,318298,256860,224709,214616,413572,175892,117736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,Burnside Ave. Closed 8/31/58,Segment Total,,,,,,,,1461123,1371786,1246386,1221260,994667,783571,584689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Annual Registrations by Station 1947-1953, right side of page"
,,,8 Ave.,207 St.,,,,,,,,,,,,,,,3801429,3806959,3825699,3659858,3552633,3433190,3318600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,Dyckman St./200 St.,,,,,,,,,,,,,,,2661080,2561699,2539200,2459699,2381339,2329990,2279205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,190 St.,,,,,,,,,,,,,,,1372013,1361177,1384828,1335072,1286049,1255335,1238816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,181 St.,,,,,,,,,,,,,,,3934972,3834190,3803804,3639017,3466165,3323911,3227413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,175 St.,,,,,,,,,,,,,,,8044760,7910892,7686472,7414388,6922733,6771297,6305652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,163 St.,,,,,,,,,,,,,,,2188525,2053238,2012797,1942716,1902975,1896978,1875739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,155 St.,,,,,,,,,,,,,,,1925708,1801523,1769353,1583967,1386511,1128511,1513530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,145 St.,,,,,,,,,,,,,,,3581609,3568856,3786930,3707230,7515523,7734258,7176132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,135 St.,,,,,,,,,,,,,,,3391756,3148107,3040510,2877136,2678460,2581661,2493156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,125 St.,,,,,,,,,,,,,,,9193636,8893903,9060361,9048213,8922535,8845719,8699100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,116 St.,,,,,,,,,,,,,,,3256952,3136856,3107390,2873801,2810412,2751572,2712698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,Cathedral Pkwy.,,,,,,,,,,,,,,,2518226,2416201,2456207,2400645,2298822,2252999,2202207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,103 St.,,,,,,,,,,,,,,,1799211,1335062,1223126,1160402,1298131,1391367,1375140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,96 St.,,,,,,,,,,,,,,,2670133,2413047,2281555,2069958,2254637,1722622,1707253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,86 St.,,,,,,,,,,,,,,,3248971,3161856,3198283,3049057,2973870,2967072,2942270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,81 St.,,,,,,,,,,,,,,,2589696,2487326,2312746,2402805,2384849,2342050,2381313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,72 St.,,,,,,,,,,,,,,,2140528,2037770,2031500,1953453,1912845,1884366,1920258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,8 Ave.,Segment Total,,,,,,,,,,,,,,,62819205,60146776,59643560,57585904,55457242,54427021,53041337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,205 St.,,,,,,,,,,,,,,,5047046,4984160,4885037,4612829,4522868,4490202,4565970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,Bedford Park Blvd.,,,,,,,,,,,,,,,2331979,2256804,2353765,2280758,2301769,2279694,2314068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,Kingsbridge Rd.,,,,,,,,,,,,,,,3116416,3061603,3066994,2839014,2782340,2709282,2699419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,Fordham Rd.,,,,,,,,,,,,,,,4602372,4619113,4676662,4416455,4388478,4258391,4318003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,182-183 Sts.,,,,,,,,,,,,,,,2517298,2475811,2475811,2366373,2321451,2285991,2289800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,Tremont Ave.,,,,,,,,,,,,,,,4757897,4815284,4782343,4544493,4402125,4321577,4344143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,174-175 Sts.,,,,,,,,,,,,,,,2683500,2643885,2574150,2274979,2181981,2088300,2082694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,170 St.,,,,,,,,,,,,,,,3680147,3622993,3614194,3410428,3323952,3227127,3171661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,167 St.,,,,,,,,,,,,,,,4412398,4380040,4346540,4120485,3982060,3892183,3879541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,155 St.,,,,,,,,,,,,,,,1856329,1623951,1511628,1465683,1450131,1144337,1266226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Concourse,Segment Total,,,,,,,,,,,,,,,35005382,34483644,34302766,32331497,31637155,30697284,30531525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,242 St.,,,,,,,,,,,,,,,1825992,1730004,1722184,1676737,1756215,1858229,1952171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,238 St.,,,,,,,,,,,,,,,700711,753273,794529,709704,831726,895041,963996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,231 St.,,,,,,,,,,,,,,,1457334,1417778,1424776,1430064,1444727,1485717,1570156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,225 St.,,,,,,,,,,,,,,,895231,961080,985457,980203,986480,1006924,1071856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,215 St.,,,,,,,,,,,,,,,188634,179234,190434,211064,219804,218157,261975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,207 St.,,,,,,,,,,,,,,,649103,633695,627219,649210,670113,690314,725640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,Dyckman St.,,,,,,,,,,,,,,,1101404,1122105,1125412,1121662,1159362,1247372,1396925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,191 St.,,,,,,,,,,,,,,,1432489,1402177,1432916,1400490,1381478,1452838,1535182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,181 St.,,,,,,,,,,,,,,,2250531,2210790,2154033,2120884,2150012,2067652,2242578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,157 St.,,,,,,,,,,,,,,,1778026,1748028,1746500,1688173,1678078,1834770,1967881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,145 St.,,,,,,,,,,,,,,,2026037,1999455,1993113,1948752,1903871,2007370,2152071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,137 St.,,,,,,,,,,,,,,,732183,650651,650123,677346,585177,3670337,3867358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,125 St.,,,,,,,,,,,,,,,2027021,1781747,1713957,1822607,1891470,1973754,2070601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,116 St./Columbia Univ.,,,,,,,,,,,,,,,3376432,3235476,3307488,3128114,3065154,3213401,4357356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,Cathedral Pkwy.,,,,,,,,,,,,,,,3281556,3147844,3154033,3182515,3192558,3359226,3359226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,103 St.,,,,,,,,,,,,,,,3924155,3402373,3350821,3235106,3324999,3478246,3615367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,96 St.,,,,,,,,,,,,,,,6292286,5900210,5852031,5682732,5617839,7491080,7897947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,91 St. (Closed 2/2/59),,,,,,,,,,,,,,,2411487,2396832,2424785,2387026,2392326,202689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,86 St.,,,,,,,,,,,,,,,4444883,4336650,4404633,4256353,4169931,4688550,4997692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,79 St.,,,,,,,,,,,,,,,3705674,3532271,3530141,3403218,3280992,3409230,3537685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,72 St.,,,,,,,,,,,,,,,7994184,7740251,7805804,7685370,7590615,7100453,7149726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,66 St.,,,,,,,,,,,,,,,3226834,3135392,3220523,3102523,3746853,2300818,2279260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Broadway/7 Ave.,Segment Total,,,,,,,,,,,,,,,58792187,56416772,56667669,55411301,54806660,55568555,57982800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Woodlawn,,,,,,,,,,,,,,,1370219,1280814,1244281,1271489,1333778,1347539,1333836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Mosholu Pkwy.,,,,,,,,,,,,,,,1358066,1341479,1322253,1300126,1293537,1283410,1268080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Bedford Park Blvd.,,,,,,,,,,,,,,,563465,561171,566124,592322,593258,619050,641155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Kingsbridge Rd.,,,,,,,,,,,,,,,1704606,1618606,1633907,1590447,1597107,1439447,1495447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Fordham Rd.,,,,,,,,,,,,,,,1821586,1771963,1782511,1796250,1800742,1814463,1802202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,183 St.,,,,,,,,,,,,,,,1251857,1192138,1173557,1183980,1177931,1206128,1224018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Burnside Ave.,,,,,,,,,,,,,,,2290544,2159408,2159408,2138677,2141137,2196835,2163835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,176 St.,,,,,,,,,,,,,,,386307,323988,306978,322310,1304859,1326155,1320061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Mt. Eden Ave.,,,,,,,,,,,,,,,1492742,1422138,1370884,1277078,1264591,1282503,1278142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,170 St.,,,,,,,,,,,,,,,2163233,2037819,2007994,1952434,1968980,1980166,1961053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,167 St.,,,,,,,,,,,,,,,2054614,1969579,1933309,1892221,1883679,1911201,1903134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Jerome Ave.,Segment Total,,,,,,,,,,,,,,,17457239,16679457,16465375,16266586,16252983,16459889,16423763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Burnside Ave. Closed 8/31/58,Anderson Ave./Jerome Ave.,,,,,,,,,,,,,,,269581,226638,228222,211467,136055,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Burnside Ave. Closed 8/31/58,Sedgwick Ave.,,,,,,,,,,,,,,,104264,102879,104175,80137,40536,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
,,,Burnside Ave. Closed 8/31/58,15 St.,,,,,,,,,,,,,,,135837,92109,74612,74174,71532,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Annual Registrations by Station 1940 to 1995, years 1954-1960, Pages 3-4 left side"
